,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,GOOG,GOOG,GOOG,GOOG,GOOG,GOOG,IBM,IBM,IBM,IBM,IBM,IBM,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-19,2.013000011444092,2.0239999294281006,1.8174999952316284,1.93149995803833,1.93149995803833,253922000.0,0.5626789927482605,0.5689290165901184,0.5421429872512817,0.5483930110931396,0.46674734354019165,388920000.0,1095.1700439453125,1095.1700439453125,1086.280029296875,1091.22998046875,1091.22998046875,1249400000.0,2.490664005279541,2.591784954071045,2.3900420665740967,2.4991331100463867,2.4991331100463867,897427216.0,81.02294158935547,81.5965576171875,80.73613739013672,81.15679168701172,47.729896545410156,4920907.0,27.350000381469727,27.450000762939453,27.010000228881836,27.1200008392334,17.06975555419922,46293000.0
2004-08-20,1.9229999780654907,1.9954999685287476,1.905500054359436,1.9754999876022339,1.9754999876022339,135816000.0,0.5483930110931396,0.5533930063247681,0.5444639921188354,0.550000011920929,0.4681151807308197,316780800.0,1091.22998046875,1100.260009765625,1089.5699462890625,1098.3499755859375,1098.3499755859375,1199900000.0,2.515820026397705,2.7168169021606445,2.5031180381774902,2.697638988494873,2.697638988494873,458857488.0,80.80306243896484,81.5009536743164,80.80306243896484,81.5009536743164,47.932308197021484,4708464.0,27.1299991607666,27.3700008392334,27.040000915527344,27.200000762939453,17.120105743408203,46494800.0
2004-08-23,1.9945000410079956,2.0,1.9555000066757202,1.972499966621399,1.972499966621399,110652000.0,0.5510709881782532,0.5583930015563965,0.5464289784431458,0.5550000071525574,0.4723707139492035,254660000.0,1098.3499755859375,1101.4000244140625,1094.72998046875,1095.6800537109375,1095.6800537109375,1021900000.0,2.758410930633545,2.8264060020446777,2.7160699367523193,2.7247869968414307,2.7247869968414307,366857939.0,81.4818344116211,81.6921615600586,80.9273452758789,80.9273452758789,47.59495544433594,4456588.0,27.270000457763672,27.329999923706055,27.1200008392334,27.239999771118164,17.19585609436035,39572200.0
2004-08-24,1.9859999418258667,1.996500015258789,1.9160000085830688,1.9524999856948853,1.9524999856948853,152808000.0,0.558214008808136,0.5705360174179077,0.5569639801979065,0.5705360174179077,0.48559364676475525,374136000.0,1095.6800537109375,1100.93994140625,1092.8199462890625,1096.18994140625,1096.18994140625,1092500000.0,2.7706151008605957,2.779581069946289,2.5795810222625732,2.611959934234619,2.611959934234619,306396159.0,81.26194763183594,81.40535736083984,80.64053344726562,80.98470306396484,47.62868881225586,2835078.0,27.399999618530273,27.459999084472656,27.09000015258789,27.239999771118164,17.19585609436035,40835300.0
2004-08-25,1.9529999494552612,2.0244998931884766,1.9079999923706055,2.015000104904175,2.015000104904175,145096000.0,0.5691069960594177,0.5919640064239502,0.5666069984436035,0.5901790261268616,0.5023122429847717,505618400.0,1096.18994140625,1106.2900390625,1093.239990234375,1104.9599609375,1104.9599609375,1192200000.0,2.614201068878174,2.689918041229248,2.5873019695281982,2.640104055404663,2.640104055404663,184645512.0,81.26194763183594,81.52007293701172,80.83174133300781,81.32887268066406,47.83108901977539,4608258.0,27.209999084472656,27.670000076293945,27.18000030517578,27.549999237060547,17.391557693481445,53512700.0
2004-08-26,2.009000062942505,2.0415000915527344,1.9850000143051147,2.009500026702881,2.009500026702881,139434000.0,0.5899999737739563,0.6282140016555786,0.5846430063247681,0.6189290285110474,0.5267817378044128,955858400.0,1104.9599609375,1106.780029296875,1102.4599609375,1105.0899658203125,1105.0899658203125,1023600000.0,2.6139519214630127,2.6886720657348633,2.606729030609131,2.687675952911377,2.687675952911377,142572401.0,81.26194763183594,81.3001937866211,80.96558380126953,80.96558380126953,47.617454528808594,3278582.0,27.459999084472656,27.600000381469727,27.389999389648438,27.440000534057617,17.32210922241211,35465500.0
2004-08-27,2.0160000324249268,2.0195000171661377,1.9800000190734863,1.9950000047683716,1.9950000047683716,84808000.0,0.6192860007286072,0.620714008808136,0.607142984867096,0.6133930087089539,0.522070050239563,388813600.0,1105.0899658203125,1109.6800537109375,1104.6199951171875,1107.77001953125,1107.77001953125,845400000.0,2.6924080848693848,2.705359935760498,2.632383108139038,2.6438400745391846,2.6438400745391846,124826132.0,80.9273452758789,81.21414947509766,80.86997985839844,81.20458984375,47.75801467895508,2557261.0,27.5,27.649999618530273,27.450000762939453,27.459999084472656,17.334739685058594,33248700.0
2004-08-30,1.99399995803833,1.997499942779541,1.912500023841858,1.9155000448226929,1.9155000448226929,154230000.0,0.607142984867096,0.6200000047683716,0.6064289808273315,0.6092860102653503,0.518574595451355,218142400.0,1107.77001953125,1107.77001953125,1099.1500244140625,1099.1500244140625,1099.1500244140625,843100000.0,2.622170925140381,2.6274020671844482,2.540726900100708,2.540726900100708,2.540726900100708,104429967.0,80.85086059570312,81.25238800048828,80.67877960205078,80.68833923339844,47.45438003540039,2382683.0,27.299999237060547,27.389999389648438,26.850000381469727,27.299999237060547,17.233734130859375,36679600.0
2004-08-31,1.9190000295639038,1.9424999952316284,1.8930000066757202,1.906999945640564,1.906999945640564,122864000.0,0.6083930134773254,0.6241070032119751,0.607142984867096,0.6158930063247681,0.5241979360580444,376560800.0,1099.1500244140625,1104.239990234375,1094.719970703125,1104.239990234375,1104.239990234375,1138200000.0,2.547950029373169,2.5830678939819336,2.5444629192352295,2.5496931076049805,2.5496931076049805,98825037.0,80.83174133300781,80.96558380126953,79.97132110595703,80.96558380126953,47.617454528808594,3555877.0,27.290000915527344,27.31999969482422,27.049999237060547,27.299999237060547,17.233734130859375,52106700.0
2004-09-01,1.9114999771118164,1.9505000114440918,1.9010000228881836,1.9119999408721924,1.9119999408721924,105050000.0,0.612500011920929,0.64267897605896,0.6105359792709351,0.6403570175170898,0.545019805431366,515726400.0,1104.239990234375,1109.239990234375,1099.1800537109375,1105.9100341796875,1105.9100341796875,1142100000.0,2.5579121112823486,2.5646369457244873,2.482445001602173,2.4968910217285156,2.4968910217285156,183633734.0,80.35372924804688,81.34799194335938,80.31549072265625,80.51625061035156,47.35318374633789,4966931.0,27.229999542236328,27.520000457763672,27.139999389648438,27.389999389648438,17.29054832458496,48507500.0
2004-09-02,1.9019999504089355,1.9819999933242798,1.8954999446868896,1.9589999914169312,1.9589999914169312,114446000.0,0.6339290142059326,0.6394640207290649,0.6219639778137207,0.6367859840393066,0.5419803261756897,406324800.0,1105.9100341796875,1119.1099853515625,1105.5999755859375,1118.31005859375,1118.31005859375,1118400000.0,2.470489978790283,2.5496931076049805,2.4642629623413086,2.528273105621338,2.528273105621338,303810504.0,80.51625061035156,81.05162811279297,80.16252136230469,80.85086059570312,47.54996871948242,3535898.0,27.399999618530273,27.68000030517578,27.350000381469727,27.6200008392334,17.43574333190918,42161700.0
2004-09-03,1.9505000114440918,2.000499963760376,1.9320000410079956,1.937000036239624,1.937000036239624,104578000.0,0.6251789927482605,0.6414290070533752,0.6251789927482605,0.6291069984436035,0.5354446768760681,293468000.0,1118.31005859375,1120.800048828125,1113.5699462890625,1113.6300048828125,1113.6300048828125,924170000.0,2.5143260955810547,2.5340020656585693,2.4737279415130615,2.490912914276123,2.490912914276123,103538639.0,80.59273529052734,80.96558380126953,80.26768493652344,80.67877960205078,47.448753356933594,3639871.0,27.459999084472656,27.6200008392334,27.100000381469727,27.110000610351562,17.113798141479492,46174400.0
2004-09-07,1.9574999809265137,1.968000054359436,1.905500054359436,1.9255000352859497,1.9255000352859497,116660000.0,0.6321430206298828,0.6462500095367432,0.6291069984436035,0.63857102394104,0.5434994697570801,301957600.0,1113.6300048828125,1124.0799560546875,1113.6300048828125,1121.300048828125,1121.300048828125,1214400000.0,2.515820026397705,2.540477991104126,2.4809510707855225,2.5300168991088867,2.5300168991088867,117506800.0,80.97514343261719,81.68260192871094,80.8795394897461,81.23326873779297,47.774871826171875,4186929.0,27.290000915527344,27.3799991607666,27.15999984741211,27.360000610351562,17.27161407470703,44893400.0
